DATE,TIME,OPEN,HIGH,LOW,CLOSE,BollUp1,Boll1,BollDown1,BollUp2,Boll2,BollDown2,BollUp3,Boll3,BollDown3,SuperTrend,MACD,Signal,Histogram,RSI,%K,%D,ADX,ADXR,HistoricalVolatility,Returns,Target
27-Aug-18,14:25:00,11690.65,11692.85,11690.65,11692.05,11698.63,11685.96,11673.28,11696.82,11685.96,11675.09,11695.01,11685.96,11676.9,11684.08,1.35,0.46,0.89,66.36,91.54,91.28,20.17,26.76,0.19,-5.13E-05,0
27-Aug-18,14:24:00,11690.05,11691.6,11688.15,11690.6,11697.39,11685.44,11673.48,11695.68,11685.44,11675.19,11693.97,11685.44,11676.9,11683.14,1.1,0.24,0.86,63.04,91.5,89.67,20.14,27.16,0.19,-0.000124024,0
27-Aug-18,14:23:00,11690.6,11691.55,11689.7,11690.35,11696.32,11685.05,11673.78,11694.71,11685.05,11675.39,11693.1,11685.05,11677,11683.14,0.91,0.03,0.89,62.45,91.67,86.34,20.73,27.11,0.19,-2.14E-05,0
27-Aug-18,14:22:00,11689.45,11691.35,11689.1,11690.6,11695.13,11684.67,11674.21,11693.63,11684.67,11675.71,11692.14,11684.67,11677.2,11682.52,0.69,-0.19,0.88,63.39,93.08,82.64,20.2,26.5,0.19,2.14E-05,1
27-Aug-18,14:21:00,11688,11689.85,11688,11689.05,11693.64,11684.22,11674.81,11692.29,11684.22,11676.15,11690.95,11684.22,11677.5,11690.01,0.36,-0.41,0.77,59.9,88.61,77.65,19.73,26.02,0.2,-0.000132594,0
27-Aug-18,14:20:00,11687.05,11688.1,11686.05,11688.05,11692.54,11683.84,11675.13,11691.3,11683.84,11676.38,11690.05,11683.84,11677.62,11690.01,0.1,-0.61,0.7,57.47,83.52,74.97,19.95,25.7,0.2,-8.56E-05,0
27-Aug-18,14:19:00,11686.25,11688.05,11686.15,11686.8,11691.57,11683.59,11675.61,11690.43,11683.59,11676.75,11689.29,11683.59,11677.89,11690.01,-0.14,-0.78,0.64,54.24,74.82,72.42,21.21,25.86,0.22,-0.000106953,0
27-Aug-18,14:18:00,11685.8,11687.55,11685.8,11686.5,11690.98,11683.44,11675.9,11689.9,11683.44,11676.98,11688.82,11683.44,11678.06,11690.01,-0.31,-0.94,0.63,53.46,73.15,70.32,22.5,26.38,0.22,-2.57E-05,0
27-Aug-18,14:17:00,11686.2,11687.5,11684.8,11685.7,11691.09,11683.46,11675.83,11690,11683.46,11676.92,11688.91,11683.46,11678.01,11690.01,-0.49,-1.1,0.61,51.39,68.15,63.02,24.2,27.21,0.25,-6.85E-05,0
27-Aug-18,14:16:00,11685.45,11687.1,11685.45,11686.35,11691.55,11683.54,11675.53,11690.41,11683.54,11676.67,11689.26,11683.54,11677.82,11690.01,-0.64,-1.26,0.61,53.17,75.19,53.24,26.06,27.53,0.25,5.56E-05,1
27-Aug-18,14:15:00,11687.4,11688.25,11685.15,11685.15,11693.6,11683.8,11673.99,11692.2,11683.8,11675.39,11690.8,11683.8,11676.79,11690.01,-0.88,-1.41,0.52,50.21,70.79,40.61,27.68,27.68,0.25,-0.000102689,0
27-Aug-18,14:14:00,11685.65,11688.6,11685.65,11687.6,11694.76,11684.02,11673.29,11693.23,11684.02,11674.82,11691.7,11684.02,11676.35,11690.01,-1.06,-1.54,0.48,57.05,64.31,28.9,29.43,28,0.24,0.000209646,1
27-Aug-18,14:13:00,11684.75,11687.4,11684.7,11685.75,11695.65,11684.16,11672.68,11694.01,11684.16,11674.32,11692.37,11684.16,11675.96,11690.01,-1.52,-1.66,0.14,52.52,36.66,18.54,31.04,28.39,0.23,-0.0001583,0
27-Aug-18,14:12:00,11680.45,11684.35,11680.45,11683.8,11697.13,11684.45,11671.77,11695.32,11684.45,11673.58,11693.5,11684.45,11675.39,11690.01,-1.89,-1.7,-0.2,47.05,19.23,13.05,33.34,29.24,0.22,-0.000166884,0
27-Aug-18,14:11:00,11680.9,11682.35,11679.95,11680.35,11699.06,11684.91,11670.76,11697.04,11684.91,11672.78,11695.01,11684.91,11674.8,11690.01,-2.14,-1.65,-0.5,34.7,12.04,11.86,34.18,29.84,0.22,-0.000295324,0
27-Aug-18,14:10:00,11681.55,11683.75,11680.1,11680.8,11700.24,11685.53,11670.83,11698.14,11685.53,11672.93,11696.04,11685.53,11675.03,11690.48,-2.08,-1.52,-0.56,35.71,12.27,12.69,33.49,29.93,0.22,3.85E-05,1
27-Aug-18,14:09:00,11680.9,11683.05,11680.9,11682.2,11700.41,11685.98,11671.54,11698.35,11685.98,11673.61,11696.29,11685.98,11675.67,11690.48,-2.02,-1.38,-0.63,38.98,12.48,13.35,32.79,30.5,0.22,0.000119848,1
27-Aug-18,14:08:00,11681.05,11682.6,11680.45,11680.45,11701.19,11686.47,11671.76,11699.09,11686.47,11673.86,11696.98,11686.47,11675.96,11690.48,-2.05,-1.22,-0.82,31.72,9.23,12.72,32.32,31.32,0.22,-0.000149812,0
27-Aug-18,14:07:00,11681.8,11683.5,11679.6,11681.05,11701.88,11687.15,11672.41,11699.78,11687.15,11674.51,11697.67,11687.15,11676.62,11690.78,-1.88,-1.02,-0.86,32.97,13.28,11.73,31.45,31.82,0.23,5.14E-05,1
27-Aug-18,14:06:00,11682.75,11685,11681.85,11682.15,11702.04,11687.73,11673.41,11700,11687.73,11675.46,11697.95,11687.73,11677.5,11691.71,-1.7,-0.8,-0.9,35.34,16.17,9.43,30.51,32.04,0.23,9.42E-05,1
27-Aug-18,14:05:00,11682.55,11685.15,11682.55,11683.2,11701.85,11688.16,11674.48,11699.9,11688.16,11676.43,11697.94,11688.16,11678.39,11691.71,-1.56,-0.58,-0.98,37.74,15.59,6.98,30.25,32.19,0.23,8.99E-05,1
27-Aug-18,14:04:00,11682.1,11683.6,11682.1,11683.2,11701.72,11688.55,11675.38,11699.84,11688.55,11677.26,11697.96,11688.55,11679.15,11691.71,-1.46,-0.33,-1.13,37.74,9.33,4.42,30.23,32.64,0.23,0,0
27-Aug-18,14:03:00,11681.7,11683.7,11680.7,11682.05,11701.35,11688.91,11676.47,11699.57,11688.91,11678.25,11697.79,11688.91,11680.03,11691.71,-1.31,-0.05,-1.26,33.46,4.27,5.1,29,32.69,0.22,-9.84E-05,0
27-Aug-18,14:02:00,11683.45,11684.6,11681.75,11681.75,11700.45,11689.34,11678.24,11698.86,11689.34,11679.83,11697.27,11689.34,11681.41,11692.74,-0.99,0.27,-1.25,32.34,1.78,6.63,27.68,32.09,0.22,-2.57E-05,0
27-Aug-18,14:01:00,11683.2,11686.3,11682.95,11683.4,11699.05,11689.83,11680.61,11697.73,11689.83,11681.93,11696.42,11689.83,11683.24,11694.31,-0.53,0.58,-1.11,35.4,3.96,9.75,26.56,30.98,0.22,0.000141236,1
27-Aug-18,14:00:00,11686.7,11689.55,11683.7,11683.9,11697.94,11690.28,11682.62,11696.84,11690.28,11683.71,11695.75,11690.28,11684.81,11696.26,-0.1,0.86,-0.96,36.37,2.76,12.37,25.75,30.38,0.23,4.28E-05,1
27-Aug-18,13:59:00,11687.45,11688.65,11686.25,11686.85,11696.23,11690.65,11685.07,11695.44,11690.65,11685.87,11694.64,11690.65,11686.67,11685.77,0.39,1.1,-0.71,42.78,12.75,18.92,25.14,29.86,0.22,0.000252452,1
27-Aug-18,13:58:00,11691.35,11692.2,11687.25,11687.25,11695.48,11690.82,11686.17,11694.81,11690.82,11686.84,11694.15,11690.82,11687.5,11685.77,0.71,1.27,-0.56,43.75,11.93,26.43,25.5,30.01,0.22,3.42E-05,1
27-Aug-18,13:57:00,11689.45,11692.05,11689.45,11691.2,11694.92,11690.9,11686.89,11694.34,11690.9,11687.46,11693.77,11690.9,11688.04,11685.77,1.08,1.41,-0.34,55.25,17.35,34.18,26.37,30.58,0.18,0.000337918,1
27-Aug-18,13:56:00,11689.65,11691.85,11689.4,11689.5,11695.42,11690.72,11686.03,11694.75,11690.72,11686.7,11694.08,11690.72,11687.37,11685.77,1.12,1.5,-0.38,49.99,17.08,40.94,28.21,31.26,0.18,-0.000145419,0
27-Aug-18,13:55:00,11691.4,11692.4,11690.05,11690.25,11696.35,11690.55,11684.75,11695.52,11690.55,11685.58,11694.69,11690.55,11686.41,11685.77,1.33,1.59,-0.26,52.52,35.48,49.16,30.32,31.63,0.18,6.42E-05,1
27-Aug-18,13:54:00,11692.65,11693.9,11691,11691.15,11696.67,11690.41,11684.14,11695.78,11690.41,11685.03,11694.88,11690.41,11685.93,11685.77,1.51,1.66,-0.15,55.65,50.3,57.22,32.18,31.83,0.18,7.70E-05,1
27-Aug-18,13:53:00,11692.4,11694,11692.25,11692.55,11696.81,11690.22,11683.63,11695.87,11690.22,11684.57,11694.93,11690.22,11685.51,11685.77,1.62,1.7,-0.08,60.89,50.69,62.44,33.56,31.88,0.18,0.000119742,1
27-Aug-18,13:52:00,11689.9,11693.35,11689.9,11692.2,11696.52,11689.97,11683.42,11695.59,11689.97,11684.36,11694.65,11689.97,11685.29,11685.77,1.59,1.71,-0.12,60.02,51.13,66.47,34.14,31.61,0.18,-2.99E-05,0
27-Aug-18,13:51:00,11691.35,11692.65,11689.25,11689.25,11696.12,11689.81,11683.5,11695.22,11689.81,11684.41,11694.32,11689.81,11685.31,11685.77,1.58,1.74,-0.17,51.53,58.21,68.52,35.05,31.92,0.16,-0.000252337,0
27-Aug-18,13:50:00,11693.3,11695.4,11690.95,11691.6,11696.13,11689.79,11683.44,11695.23,11689.79,11684.35,11694.32,11689.79,11685.26,11685.77,1.83,1.79,0.04,61.13,75.75,69.04,36.37,32.67,0.14,0.000201019,1
27-Aug-18,13:49:00,11692.3,11694.9,11692.3,11693.25,11695.92,11689.6,11683.27,11695.02,11689.6,11684.18,11694.11,11689.6,11685.08,11685.77,1.89,1.78,0.11,69.58,76.43,66.42,36.5,32.84,0.14,0.000141117,1
27-Aug-18,13:48:00,11691,11692.8,11690.85,11692.1,11694.94,11689.35,11683.75,11694.14,11689.35,11684.55,11693.35,11689.35,11685.35,11684.16,1.76,1.75,0.01,66.59,70.81,65.41,35.4,32,0.13,-9.84E-05,0
27-Aug-18,13:47:00,11690.7,11693.25,11689.8,11690.45,11694.55,11689.06,11683.57,11693.77,11689.06,11684.36,11692.98,11689.06,11685.14,11684.16,1.7,1.75,-0.05,61.56,61.38,67.22,35.01,31.58,0.16,-0.000141131,0
27-Aug-18,13:46:00,11689.85,11692.3,11689.85,11690.6,11694.55,11688.86,11683.16,11693.74,11688.86,11683.98,11692.92,11688.86,11684.79,11684.16,1.76,1.76,0,62.35,60.85,71.82,34.58,30.89,0.16,1.28E-05,1
27-Aug-18,13:45:00,11690.35,11691.55,11689.3,11689.95,11695.42,11688.47,11681.53,11694.43,11688.47,11682.52,11693.43,11688.47,11683.51,11684.16,1.8,1.76,0.04,60.3,62.64,75.79,34.52,30.41,0.16,-5.56E-05,0
27-Aug-18,13:44:00,11691.1,11692.75,11690.15,11690.3,11695.86,11688.15,11680.45,11694.76,11688.15,11681.55,11693.66,11688.15,11682.65,11684.16,1.89,1.75,0.14,61.99,71.36,77.58,34.79,29.84,0.17,2.99E-05,1
27-Aug-18,13:43:00,11691.8,11692.65,11691,11691,11695.75,11687.87,11680,11694.62,11687.87,11681.12,11693.5,11687.87,11682.25,11684.16,1.94,1.71,0.23,65.4,79.85,75.23,34.31,28.89,0.17,5.99E-05,1
27-Aug-18,13:42:00,11690.4,11693.2,11690.4,11691.9,11695.73,11687.45,11679.17,11694.55,11687.45,11680.36,11693.37,11687.45,11681.54,11683.83,1.9,1.65,0.25,70,84.42,70.55,32.95,27.55,0.17,7.70E-05,1
27-Aug-18,13:41:00,11689.35,11692.25,11689.35,11691.05,11695.18,11686.97,11678.75,11694.01,11686.97,11679.93,11692.84,11686.97,11681.1,11682.88,1.74,1.59,0.15,68.03,80.69,65.22,31.48,26.26,0.17,-7.27E-05,0
27-Aug-18,13:40:00,11688.4,11691.45,11688.4,11690.1,11694.37,11686.61,11678.84,11693.26,11686.61,11679.95,11692.15,11686.61,11681.06,11682.09,1.59,1.55,0.04,65.68,71.57,61.74,30.19,25.34,0.19,-8.13E-05,0
27-Aug-18,13:39:00,11687.25,11689.2,11687.25,11688.75,11693.62,11686.35,11679.08,11692.58,11686.35,11680.12,11691.54,11686.35,11681.16,11681.2,1.48,1.55,-0.07,62.02,59.63,61.53,29.08,24.91,0.18,-0.000115489,0
27-Aug-18,13:38:00,11686.45,11688.2,11686.35,11687.75,11693.28,11686.26,11679.24,11692.28,11686.26,11680.24,11691.28,11686.26,11681.24,11681.2,1.44,1.56,-0.12,59,56.42,64.87,28.79,24.8,0.18,-8.56E-05,0
27-Aug-18,13:37:00,11686.85,11688.45,11685.75,11686.25,11693.25,11686.25,11679.25,11692.25,11686.25,11680.25,11691.25,11686.25,11681.25,11681.2,1.48,1.59,-0.11,53.91,57.81,69.38,28.97,24.93,0.19,-0.000128348,0
27-Aug-18,13:36:00,11686.9,11689.15,11686.65,11687.5,11693.28,11686.27,11679.27,11692.28,11686.27,11680.27,11691.28,11686.27,11681.27,11681.2,1.67,1.62,0.05,59.65,63.3,73.92,29.18,25.78,0.19,0.000106958,1
27-Aug-18,13:35:00,11687.65,11688.75,11686.9,11687.65,11693.16,11686.12,11679.09,11692.15,11686.12,11680.1,11691.15,11686.12,11681.1,11681.2,1.75,1.61,0.14,60.36,70.51,76.4,28.6,26.2,0.19,1.28E-05,1
27-Aug-18,13:34:00,11689.45,11691.1,11687.45,11687.8,11693.3,11685.85,11678.4,11692.24,11685.85,11679.47,11691.17,11685.85,11680.53,11681.2,1.81,1.57,0.24,61.04,76.3,77.22,28.16,26.01,0.19,1.28E-05,1
27-Aug-18,13:33:00,11689.15,11690.7,11687.35,11689.2,11693.26,11685.58,11677.9,11692.16,11685.58,11679,11691.06,11685.58,11680.1,11681.2,1.85,1.51,0.34,67.65,78.99,73.23,27.2,25.47,0.18,0.000119776,1
27-Aug-18,13:32:00,11687.9,11690.5,11687.9,11688.8,11692.91,11685.17,11677.42,11691.8,11685.17,11678.53,11690.7,11685.17,11679.64,11681.2,1.74,1.43,0.31,66.69,80.48,66.94,26.31,23.89,0.19,-3.42E-05,0
27-Aug-18,13:31:00,11689.05,11690.2,11687.3,11687.9,11692.54,11684.76,11676.97,11691.43,11684.76,11678.09,11690.31,11684.76,11679.2,11681.12,1.6,1.35,0.25,64.5,75.74,59.6,24.89,21.96,0.19,-7.70E-05,0
27-Aug-18,13:30:00,11686.2,11689.5,11686.2,11688.55,11692.4,11684.36,11676.31,11691.25,11684.36,11677.46,11690.11,11684.36,11678.61,11681.12,1.5,1.29,0.21,67.47,74.62,53.62,23.47,20.3,0.18,5.56E-05,1
27-Aug-18,13:29:00,11686.7,11688.55,11686.05,11686.65,11691.75,11683.93,11676.12,11690.63,11683.93,11677.23,11689.51,11683.93,11678.35,11681.12,1.28,1.23,0.05,62.82,56.33,47.59,22.15,18.83,0.18,-0.000162565,0
27-Aug-18,13:28:00,11683.35,11686.8,11683.35,11686.55,11691.42,11683.64,11675.85,11690.31,11683.64,11676.97,11689.2,11683.64,11678.08,11681.12,1.17,1.22,-0.05,62.55,47.55,44.68,21.04,18.01,0.18,-8.56E-06,0
27-Aug-18,13:27:00,11684.5,11684.9,11682.9,11683.35,11690.96,11683.36,11675.75,11689.88,11683.36,11676.84,11688.79,11683.36,11677.93,11681.12,1.03,1.23,-0.2,52.63,43.75,44.96,20.49,17.7,0.15,-0.000273857,0
27-Aug-18,13:26:00,11684.95,11685.9,11683.2,11683.85,11691.03,11683.25,11675.46,11689.92,11683.25,11676.57,11688.81,11683.25,11677.68,11681.12,1.16,1.28,-0.12,54.73,45.87,48.88,20.75,18.09,0.15,4.28E-05,1
27-Aug-18,13:25:00,11683,11686.5,11683,11684.95,11691.04,11683.1,11675.17,11689.91,11683.1,11676.3,11688.77,11683.1,11677.43,11681.12,1.26,1.32,-0.06,59.6,44.45,54.63,20.82,18.41,0.15,9.41E-05,1
27-Aug-18,13:24:00,11682.65,11683.7,11681.7,11683.05,11690.89,11682.87,11674.85,11689.75,11682.87,11676,11688.6,11682.87,11677.14,11681.12,1.25,1.33,-0.07,52.88,41.79,63.09,20.9,18.96,0.14,-0.000162616,0
27-Aug-18,13:23:00,11684.2,11685.6,11682,11682.7,11691.05,11682.71,11674.37,11689.86,11682.71,11675.56,11688.66,11682.71,11676.75,11681.12,1.42,1.35,0.07,51.5,48.93,72.45,22.38,20,0.14,-3.00E-05,0
27-Aug-18,13:22:00,11686.5,11686.95,11684.15,11684.15,11691.46,11682.49,11673.51,11690.18,11682.49,11674.79,11688.9,11682.49,11676.07,11681.12,1.65,1.33,0.32,58.04,63.35,80.2,23.8,20.72,0.14,0.000124107,1
27-Aug-18,13:21:00,11686.75,11687.5,11684.4,11685.2,11691.69,11682.16,11672.63,11690.32,11682.16,11673.99,11688.96,11682.16,11675.36,11681.12,1.77,1.25,0.53,63.46,74.63,84.85,23.87,20.78,0.13,8.99E-05,1
27-Aug-18,13:20:00,11687.4,11688.6,11686.85,11687.05,11691.3,11681.84,11672.37,11689.95,11681.84,11673.73,11688.6,11681.84,11675.08,11681.12,1.8,1.12,0.68,74.91,86.76,86.46,23.75,20.51,0.12,0.000158307,1
27-Aug-18,13:19:00,11686.45,11689.15,11686.3,11687.55,11690.09,11681.41,11672.73,11688.85,11681.41,11673.97,11687.61,11681.41,11675.21,11680.97,1.61,0.95,0.67,78.46,88.61,84.67,21.47,19.42,0.12,4.28E-05,1
27-Aug-18,13:18:00,11684.85,11686.95,11684.75,11686.7,11688.14,11680.98,11673.82,11687.12,11680.98,11674.85,11686.1,11680.98,11675.87,11679.29,1.3,0.78,0.52,76.72,87.67,79.92,19.02,18.41,0.12,-7.27E-05,0
27-Aug-18,13:17:00,11682.75,11685.95,11682.75,11684.7,11686.17,11680.56,11674.95,11685.37,11680.56,11675.75,11684.57,11680.56,11676.55,11677.82,0.97,0.65,0.32,71.72,86.57,74.28,17.13,18.1,0.11,-0.000171149,0
27-Aug-18,13:16:00,11681.95,11683.7,11681.95,11682.5,11684.8,11680.27,11675.74,11684.15,11680.27,11676.39,11683.51,11680.27,11677.04,11676.71,0.74,0.57,0.17,63.77,82.67,68.92,15.51,17.6,0.1,-0.000188298,0
27-Aug-18,13:15:00,11681.1,11682.95,11680.6,11682.6,11684.29,11680.11,11675.92,11683.69,11680.11,11676.52,11683.1,11680.11,11677.12,11676.64,0.66,0.53,0.14,64.54,77.81,65.46,14.97,17.67,0.1,8.56E-06,1
27-Aug-18,13:14:00,11680.9,11682.15,11680.5,11681.35,11683.7,11680.01,11676.32,11683.17,11680.01,11676.85,11682.64,11680.01,11677.37,11676.64,0.54,0.49,0.05,58.8,64.87,63.92,14.91,18.38,0.1,-0.000107002,0
27-Aug-18,13:13:00,11680.55,11682.3,11680.3,11681,11683.45,11679.93,11676.42,11682.95,11679.93,11676.92,11682.45,11679.93,11677.42,11676.64,0.5,0.48,0.02,56.99,59.46,65.98,15.43,19.44,0.1,-3.00E-05,0
27-Aug-18,13:12:00,11679.95,11681.25,11679.1,11680.35,11683.34,11679.9,11676.47,11682.85,11679.9,11676.96,11682.36,11679.9,11677.45,11676.64,0.49,0.47,0.01,53.46,59.76,69.1,15.99,20.59,0.1,-5.56E-05,0
27-Aug-18,13:11:00,11681.15,11682.75,11680.15,11680.45,11683.3,11679.88,11676.47,11682.81,11679.88,11676.96,11682.32,11679.88,11677.44,11676.64,0.52,0.47,0.05,54.1,65.39,71.31,17.02,21.79,0.11,8.56E-06,1
27-Aug-18,13:10:00,11681.8,11682.85,11680.8,11681.05,11683.24,11679.82,11676.39,11682.75,11679.82,11676.88,11682.26,11679.82,11677.37,11676.64,0.55,0.46,0.09,57.92,70.1,68.21,17.62,22.9,0.11,5.14E-05,1
27-Aug-18,13:09:00,11681.35,11682.8,11680.7,11681.25,11683.26,11679.82,11676.38,11682.77,11679.82,11676.87,11682.28,11679.82,11677.36,11676.64,0.52,0.43,0.09,59.21,75.18,60.16,17.64,23.58,0.13,1.71E-05,1
27-Aug-18,13:08:00,11681.4,11682.8,11681.2,11681.2,11683.38,11679.84,11676.29,11682.87,11679.84,11676.8,11682.37,11679.84,11677.31,11676.64,0.45,0.41,0.04,59,75.05,49.26,17.69,23.85,0.13,-4.28E-06,0
27-Aug-18,13:07:00,11680.65,11681.95,11680.5,11681.15,11683.11,11679.75,11676.39,11682.63,11679.75,11676.87,11682.15,11679.75,11677.35,11676.64,0.36,0.4,-0.04,58.8,70.83,38.87,17.28,23.91,0.14,-4.28E-06,0
27-Aug-18,13:06:00,11680.05,11681.45,11679.65,11680.55,11682.88,11679.7,11676.52,11682.42,11679.7,11676.97,11681.97,11679.7,11677.43,11676.64,0.25,0.41,-0.17,56.44,49.9,30.98,17.37,24.59,0.14,-5.14E-05,0
27-Aug-18,13:05:00,11678.35,11680.35,11678.35,11679.95,11683.1,11679.74,11676.38,11682.62,11679.74,11676.86,11682.14,11679.74,11677.34,11676.64,0.16,0.46,-0.3,53.99,29.86,26.72,17.8,25.48,0.14,-5.14E-05,0
27-Aug-18,13:04:00,11677.8,11679.25,11677.8,11678.45,11683.75,11679.86,11675.97,11683.19,11679.86,11676.53,11682.64,11679.86,11677.08,11676.64,0.1,0.53,-0.43,47.08,20.67,25.38,19.07,26.78,0.13,-0.000128433,0
27-Aug-18,13:03:00,11678.65,11680.05,11677.3,11677.95,11684.17,11680.06,11675.94,11683.58,11680.06,11676.53,11682.99,11680.06,11677.12,11676.64,0.18,0.64,-0.46,44.49,23.07,23.98,19.69,27.06,0.12,-4.28E-05,0
27-Aug-18,13:02:00,11679.1,11680.25,11678.5,11679.1,11684.39,11680.29,11676.19,11683.8,11680.29,11676.78,11683.22,11680.29,11677.36,11676.64,0.34,0.75,-0.42,49.66,31.37,22.74,20.36,27.63,0.12,9.85E-05,1
27-Aug-18,13:01:00,11679.9,11681.05,11678.55,11678.9,11684.94,11680.49,11676.04,11684.3,11680.49,11676.67,11683.67,11680.49,11677.31,11676.64,0.41,0.86,-0.45,48.71,28.61,20.35,21.86,29.05,0.13,-1.71E-05,0
27-Aug-18,13:00:00,11678.5,11681,11678.5,11679.45,11685.27,11680.69,11676.11,11684.62,11680.69,11676.76,11683.96,11680.69,11677.42,11676.64,0.52,0.97,-0.45,51.21,23.14,20.2,23.44,30.41,0.15,4.71E-05,1
27-Aug-18,12:59:00,11679.25,11680.15,11677.35,11678.65,11685.27,11680.79,11676.3,11684.63,11680.79,11676.94,11683.99,11680.79,11677.58,11676.64,0.59,1.08,-0.49,47.57,13.68,21.1,25.18,30.92,0.15,-6.85E-05,0
27-Aug-18,12:58:00,11679.6,11681.1,11678.7,11679.25,11685.16,11680.81,11676.47,11684.54,11680.81,11677.09,11683.92,11680.81,11677.71,11676.64,0.76,1.2,-0.45,50.17,16.91,24.3,26.56,30.93,0.15,5.14E-05,1
27-Aug-18,12:57:00,11680.75,11681.75,11679.2,11679.35,11685.44,11680.75,11676.06,11684.77,11680.75,11676.73,11684.1,11680.75,11677.4,11676.64,0.9,1.32,-0.42,50.6,19.43,28.15,28.18,31,0.15,8.56E-06,1
27-Aug-18,12:56:00,11680.3,11681.85,11680.3,11680.7,11685.66,11680.7,11675.74,11684.95,11680.7,11676.45,11684.24,11680.7,11677.16,11676.64,1.06,1.42,-0.36,56.68,27.84,33.63,29.53,30.68,0.15,0.000115582,1
27-Aug-18,12:55:00,11680.25,11681.85,11679.95,11679.95,11685.75,11680.61,11675.46,11685.01,11680.61,11676.2,11684.28,11680.61,11676.93,11676.64,1.11,1.51,-0.4,53.82,27.65,38.93,30.01,29.79,0.16,-6.42E-05,0
27-Aug-18,12:54:00,11680.15,11680.65,11679.45,11680.45,11686.22,11680.46,11674.7,11685.4,11680.46,11675.53,11684.58,11680.46,11676.35,11676.64,1.23,1.61,-0.38,56.11,29.68,44.51,30.54,28.94,0.15,4.28E-05,1
27-Aug-18,12:53:00,11679.4,11681.5,11678.95,11679.95,11687.07,11680.21,11673.36,11686.09,11680.21,11674.33,11685.11,11680.21,11675.31,11676.64,1.32,1.71,-0.39,54.3,36.17,49.98,31.8,28.71,0.16,-4.28E-05,0
27-Aug-18,12:52:00,11680.95,11681.4,11679.15,11679.15,11687.88,11679.96,11672.04,11686.75,11679.96,11673.17,11685.62,11679.96,11674.3,11676.64,1.46,1.8,-0.35,51.32,46.79,56.18,33.17,28.88,0.16,-6.85E-05,0
27-Aug-18,12:51:00,11681.45,11683.05,11680.9,11681.1,11688.18,11679.82,11671.47,11686.98,11679.82,11672.66,11685.79,11679.82,11673.85,11676.64,1.7,1.89,-0.19,60.2,54.38,61.68,34.48,29.18,0.15,0.00016695,1
27-Aug-18,12:50:00,11680,11681.95,11679.85,11681.6,11688.29,11679.57,11670.85,11687.04,11679.57,11672.1,11685.79,11679.57,11673.34,11676.64,1.79,1.94,-0.15,62.79,55.53,66.38,34.43,28.35,0.14,4.28E-05,1
27-Aug-18,12:49:00,11680.05,11680.5,11678.95,11679.6,11688.25,11679.27,11670.29,11686.97,11679.27,11671.57,11685.69,11679.27,11672.86,11676.64,1.82,1.98,-0.16,55.72,57.03,71.3,34.91,27.84,0.13,-0.000171224,0
27-Aug-18,12:48:00,11680.9,11681.8,11679.3,11680.15,11688.41,11679.09,11669.77,11687.07,11679.09,11671.1,11685.74,11679.09,11672.43,11676.64,2.04,2.02,0.02,58.57,67.18,76.74,36.24,28.19,0.13,4.71E-05,1
27-Aug-18,12:47:00,11682.55,11683.15,11681.15,11681.3,11688.42,11678.88,11669.34,11687.05,11678.88,11670.7,11685.69,11678.88,11672.07,11676.64,2.23,2.01,0.22,64.99,74.26,81.37,37.37,29.1,0.14,9.85E-05,1
27-Aug-18,12:46:00,11682.3,11683.05,11681.65,11682.25,11688.29,11678.55,11668.82,11686.9,11678.55,11670.21,11685.51,11678.55,11671.6,11676.64,2.33,1.95,0.38,70.98,77.89,84.88,36.66,29.02,0.14,8.13E-05,1
27-Aug-18,12:45:00,11683.25,11683.8,11681.3,11682.2,11688.22,11678.07,11667.92,11686.77,11678.07,11669.37,11685.32,11678.07,11670.82,11676.64,2.33,1.86,0.47,70.85,80.14,86.74,35.3,28.13,0.14,-4.28E-06,0
27-Aug-18,12:44:00,11682.9,11684.05,11681.65,11682.35,11687.69,11677.62,11667.56,11686.25,11677.62,11669,11684.81,11677.62,11670.44,11676.64,2.29,1.74,0.55,71.74,84.22,86.95,33.82,27.23,0.14,1.28E-05,1
27-Aug-18,12:43:00,11682.8,11684.4,11681.75,11682.9,11687.04,11677.13,11667.21,11685.62,11677.13,11668.63,11684.21,11677.13,11670.05,11676.64,2.2,1.6,0.6,75,90.33,86.63,31.83,26.16,0.14,4.71E-05,1
27-Aug-18,12:42:00,11681.2,11683.7,11680.75,11682.75,11685.61,11676.66,11667.72,11684.33,11676.66,11669,11683.05,11676.66,11670.27,11675.96,1.99,1.46,0.54,74.71,91.84,86.2,29.57,24.73,0.14,-1.28E-05,0
27-Aug-18,12:41:00,11679.15,11681.55,11678.5,11681.3,11684,11676.15,11668.3,11682.88,11676.15,11669.42,11681.76,11676.15,11670.55,11674.05,1.72,1.32,0.4,71.77,87.18,85.05,27.33,23.29,0.14,-0.000124122,0
27-Aug-18,12:40:00,11678,11679.65,11677.9,11679.15,11682.79,11675.69,11668.58,11681.78,11675.69,11669.6,11680.76,11675.69,11670.62,11673.26,1.49,1.22,0.27,66.38,81.19,82.85,25.61,22.46,0.13,-0.000184072,0
27-Aug-18,12:39:00,11678.25,11678.95,11677.45,11678.1,11682.1,11675.38,11668.67,11681.14,11675.38,11669.63,11680.18,11675.38,11670.59,11673.26,1.39,1.15,0.24,63.19,82.61,81.47,24.59,22.68,0.14,-8.99E-05,0
